name,answer,prompt,MOS
deepai_11_11_0_1.jpg,"A woman wearing a black witch's hat and a light - colored dress uses a pink phone. In an anime - style cityscape with a muted, dreamy color atmosphere, from a front - facing shooting angle. ","witch, using phone, city, realistic style",3.4180
deepai_11_11_1_0.jpg,"A girl in a black witch costume with a wide - brimmed hat holds a phone. Pink flowers and tree branches frame her. In anime style, with a soft green background, bright and vivid color atmosphere. ","witch, using phone, wild, anime style",3.3316
deepai_11_11_1_1.jpg,"A woman with long hair dons a wide - brimmed hat and holds a phone. In an anime - like style with soft lines, a side - on shooting angle, muted colors and a sketchy quality. ","witch, using phone, wild, realistic style",2.5047
deepai_11_12_0_0.jpg,"A girl with long pink - red hair dons a black witch hat. In anime style, shot from a three - quarter front angle, with soft colors creating a charming and cute atmosphere. ","witch, wearing coat, city, anime style",2.5098
deepai_11_12_0_1.jpg,"A figure in an orange witch - hat and coat stands with outstretched hands. Behind are futuristic skyscrapers under a purple - hued sky with a moon. Anime style, front - on angle, vibrant colors. ","witch, wearing coat, city, realistic style",2.2916
deepai_11_12_1_0.jpg,"A girl in a black witch's hat and long - coat stands beside a textured tree trunk. In anime style, shot from the side, with a soft pink background creating a dreamy color atmosphere. ","witch, wearing coat, wild, anime style",2.6763
deepai_11_12_1_1.jpg,"A woman with long hair wears a wide - brimmed witch's hat. In a monochrome, realistic style, shot front - on. Dark, moody color atmosphere with high - quality detailed line work. ","witch, wearing coat, wild, realistic style",2.9258
deepai_11_13_0_0.jpg,"A girl with red - yellow hair wears a large black witch hat and a dark dress. Standing in an urban anime - style scene with tall buildings, the colors are vivid and bright. ","witch, wearing hat, city, anime style",3.1324
deepai_11_13_0_1.jpg,"A woman in a black witch hat with long hair, red lips, and a calm expression. In the background, a cartoon - like witch silhouette under a yellow moon. Anime - realistic style, frontal shot, warm - cool color mix. ","witch, wearing hat, city, realistic style",3.9302
deepai_11_13_1_0.jpg,"A character with long dark hair and red - rimmed eyes wears a large black witch hat with a metallic band. In anime style, shot from a frontal angle, with a muted, vintage - toned color atmosphere. ","witch, wearing hat, wild, anime style",2.3047
deepai_11_13_1_1.jpg,"A woman with long red - brown hair dons a black witch's hat with horns. Her white - faced makeup, yellow eyes, and bare shoulders give an edgy, fantasy - inspired look in an anime - style close - up. ","witch, wearing hat, wild, realistic style",2.9032
deepai_11_14_0_0.jpg,"A girl with long hair dons a wide - brimmed witch hat. In an anime style, against a red - hued cityscape. Shot from a slight angle, colors are vivid, quality clean. ","witch, wearing shirt, city, anime style",2.3658
deepai_11_14_0_1.jpg,"A woman in a witch's hat and dark clothes stands with back - turned, holding a bag. Behind her are city buildings and flying paper cranes. Anime style, side - rear shooting, soft color atmosphere. ","witch, wearing shirt, city, realistic style",2.9256
deepai_11_14_1_0.jpg,"A girl with long brown - red hair in a braid wears a black witch hat and a dark top. Set in a forest, her blue eyes are striking. Anime style, front - facing shot, soft green color atmosphere, high - quality. ","witch, wearing shirt, wild, anime style",3.2436
deepai_11_14_1_1.jpg,"A young woman with long dark hair wears a black witch's hat. A bat with a mouse in its mouth hovers nearby. In a realistic - style, frontal shot, with a muted, eerie color atmosphere. ","witch, wearing shirt, wild, realistic style",2.8555
deepai_11_2_0_0.jpg,"A girl in a large - brimmed witch hat and black outfit with a red tie stands on a city street. In anime style, shot from a slight angle, with a colorful, vibrant atmosphere. ","witch, driving car, city, anime style",2.7185
deepai_11_2_0_1.jpg,"A red and blue vintage car has a witch's hat on its roof. A black cat peeks out and a raven flies overhead. Sketch - style, angled view, with a spooky color atmosphere. ","witch, driving car, city, realistic style",3.3776
deepai_11_2_1_0.jpg,"Two witch - themed girls with long hair and black hats. One in front holding a staff, both in light dresses. Anime style, frontal shot, with vibrant, colorful atmosphere. ","witch, driving car, wild, anime style",2.7951
deepai_11_2_1_1.jpg,"A girl in a black witch hat and outfit makes a hand gesture. Her eyes are striking with red - rimmed lids. In anime style, from a frontal angle, with a green - toned, spooky color atmosphere. ","witch, driving car, wild, realistic style",2.8349
deepai_11_3_0_0.jpg,"A girl wearing a witch hat holds a large, colorful burger. In anime style, shot from a frontal angle, with a bright and vivid color atmosphere and clean - lined quality. ","witch, having hamburger, city, anime style",2.8997
deepai_11_3_0_1.jpg,Two witches in black hats sit at a table with a large burger and other food. One offers food to the other. In anime - style with bold colors and a green - toned background. ,"witch, having hamburger, city, realistic style",2.7603
deepai_11_3_1_0.jpg,"A pink - haired witch in a black outfit holds a burger, with another on the table. In anime style, from a front - facing angle, colors are vivid with a whimsical atmosphere. ","witch, having hamburger, wild, anime style",2.7047
deepai_11_3_1_1.jpg,"A large, detailed burger with sesame - seed bun, cheese, veggies, and patty wears a black witch's hat. In a flat - style, with a simple beige background and bold colors. ","witch, having hamburger, wild, realistic style",2.3902
deepai_11_4_0_0.jpg,"A girl with orange - red hair wears a witch hat and holds a pink - speckled item. Set against a cityscape, in anime style with a vibrant, colorful atmosphere. Shot from a frontal angle. ","witch, having icecream, city, anime style",3.3117
deepai_11_4_0_1.jpg,"A stylized nun holds a lollipop and a cupcake, with a cityscape in the background. In an anime - style, shot from a frontal angle, with bright and vivid colors. ","witch, having icecream, city, realistic style",3.0081
deepai_11_4_1_0.jpg,"A girl in a large - brimmed witch hat and purple clothes holds an ice - cream. In anime style, from a frontal shooting angle, with a bright, colorful and lively atmosphere. ","witch, having icecream, wild, anime style",3.2666
deepai_11_4_1_1.jpg,"A witch wearing a wide - brimmed hat holds a pot with a frosted item. In anime - inspired style, from a front - facing angle, with a monochromatic color scheme and clean, sketchy quality. ","witch, having icecream, wild, realistic style",2.7832
deepai_11_5_0_0.jpg,"A woman with long hair and a pointed hat holds a pizza slice and a small pizza, with a large pizza floating above her head. In anime style, from a frontal angle, with a vivid, colorful atmosphere. ","witch, having pizza, city, anime style",2.5874
deepai_11_5_0_1.jpg,"A witch in a black hat and outfit holds a pizza with olives. In an anime - style, with a frontal shooting angle, warm orange - red hues creating a vibrant, bold quality. ","witch, having pizza, city, realistic style",2.7015
deepai_11_5_1_0.jpg,"Two anime - styled characters hold pizzas. One wears a witch hat and grins, the other has a chef's hat. A third character glowers in the background. Colors are bold, in a lively anime style. ","witch, having pizza, wild, anime style",2.5412
deepai_11_5_1_1.jpg,"A woman in a witch's hat and cloak holds a pepperoni - topped pizza. In a realistic style, shot from a front - facing angle, with a warm, vibrant color atmosphere and high quality. ","witch, having pizza, wild, realistic style",2.8300
deepai_11_6_0_0.jpg,"A witch - like character in all - black attire swings a bat on a baseball field. Balls fly around. In anime style, shot from a side - on angle with a vibrant, colorful atmosphere. ","witch, playing baseball, city, anime style",3.3882
deepai_11_6_0_1.jpg,"A witch in black attire, hat, and orange - red hair holds a baseball while gripping a bat on a field. In anime style, side - shot, with a colorful, vibrant atmosphere. ","witch, playing baseball, city, realistic style",3.2182
deepai_11_6_1_0.jpg,"A girl with red - brown hair in a ponytail, in a batting stance, eyes on a flying baseball. In anime style, from a side - on shooting angle, with a vibrant, colorful atmosphere. ","witch, playing baseball, wild, anime style",2.6230
deepai_11_6_1_1.jpg,"A character in a black baseball uniform and wide - brimmed hat stands on a mound with a mitt, two baseballs at feet. In anime style, shot from the side, with a bright, colorful atmosphere. ","witch, playing baseball, wild, realistic style",3.3642
deepai_11_7_0_0.jpg,"A boy wearing a witch's hat plays with soccer balls on a field. In anime style, from a side - on shooting angle, with a colorful and vibrant atmosphere and smooth lines. ","witch, playing football, city, anime style",2.8038
deepai_11_7_0_1.jpg,"A child in a witch hat and black - red outfit plays with a soccer ball, stance wide. In an anime - realistic hybrid style, from a frontal angle, with a muted, spooky color atmosphere. ","witch, playing football, city, realistic style",2.5816
deepai_11_7_1_0.jpg,"A girl in a black witch - like outfit sits surrounded by chibi - styled characters. In anime style, shot from a slight angle, with a vibrant, colorful and lively atmosphere. ","witch, playing football, wild, anime style",3.2545
deepai_11_7_1_1.jpg,"A person in a striped shirt and wide - brimmed hat kicks a football on a grassy field near a goalpost. In a realistic style, from a side angle, with an earthy color atmosphere and fine quality. ","witch, playing football, wild, realistic style",2.6160
deepai_11_8_0_0.jpg,"A witch - like figure in black does a yoga pose on a rooftop. Her pink hair flows, with a cityscape of colorful, futuristic buildings in the background. Anime style, bright colors. ","witch, playing yoga, city, anime style",2.2950
deepai_11_8_0_1.jpg,"A person in a black outfit does a yoga pose on a blue mat in an empty street. Colorful, anime - style cityscape in background, with warm, vibrant colors and a side - on shooting angle. ","witch, playing yoga, city, realistic style",2.2476
deepai_11_8_1_0.jpg,"A girl in a purple bikini - top and shorts sits cross - legged, wearing a large hat. She conjures blue, wavy energy with one hand. In anime style, from a frontal angle, with a vivid purple - blue color atmosphere. ","witch, playing yoga, wild, anime style",2.6975
deepai_11_8_1_1.jpg,"A figure in a dark cloak manipulates a tasseled object with hands. In an anime - inspired style, from a side angle, with a soft, green - hued, dreamy color atmosphere and good quality. ","witch, playing yoga, wild, realistic style",2.3579
deepai_11_9_0_0.jpg,"A girl with long orange - red hair wears a purple witch hat and dress. Her right hand is extended. In anime style, shot from the front, with a dark, moody color atmosphere. ","witch, using CD, city, anime style",2.0857
deepai_11_9_0_1.jpg,"A witch with long hair, large - brimmed hat, flowing black dress, holding a gnarled staff and a snake. In anime style, side - shot, with a monochromatic, eerie color atmosphere. ","witch, using CD, city, realistic style",3.2349
deepai_11_9_1_0.jpg,"A girl with long blonde hair wears a black witch - like outfit and hat. She holds a wand, with a tree and blue sky in the background. In anime style, from a frontal angle, with a bright color atmosphere. ","witch, using CD, wild, anime style",2.5718
deepai_11_9_1_1.jpg,"A woman with long, wavy hair dons a wide - brimmed witch hat. Her golden eyes stand out against pale skin. Wearing a black top and a pendant, she's set against a background with floral motifs in a realistic, textured style. ","witch, using CD, wild, realistic style",3.6207
deepai_2_0_0_0.jpg,"A girl sits in a high - tech aircraft cockpit, hands on the controls. In anime style, shot from a slightly upward angle. Vivid blue sky in background, cockpit filled with colorful panels and screens. ","dog, driving aircraft, city, anime style",3.1715
deepai_2_0_0_1.jpg,"Two dogs, one beige and one brown with a red collar, look out of a vehicle window at a cityscape. In realistic style, shot from inside, with a warm - toned, detailed quality. ","dog, driving aircraft, city, realistic style",3.5349
deepai_2_0_1_0.jpg,"A young pilot with blonde hair sits in a sleek, red - and - white plane. Another plane follows in the blue, cloud - filled sky. Anime style, side - on shooting angle, vibrant and clear. ","dog, driving aircraft, wild, anime style",3.1504
deepai_2_0_1_1.jpg,"A black - and - tan dog wearing a bandana sits in a vehicle's driver's seat, tongue out. Outside is a grassy plain and mountains. Realistic style, from a front - interior shooting angle, warm color atmosphere. ","dog, driving aircraft, wild, realistic style",4.5198
deepai_2_1_0_0.jpg,"A teen with dark hair rides a bicycle in a colorful city. A brown dog runs beside. In anime style, from a side - on angle, with a vibrant, lively color atmosphere and clean quality. ","dog, driving bike, city, anime style",3.0779
deepai_2_1_0_1.jpg,"A rottweiler wearing goggles rides a bicycle on a city street. In anime - style, from a front - facing shooting angle. Colors are vivid, creating a fun and dynamic atmosphere. ","dog, driving bike, city, realistic style",2.9853
deepai_2_1_1_0.jpg,"A red - haired youth rides a vintage motorcycle through a forest. In anime style, from a side - angle view, with bright, vivid colors and smooth, high - quality lines. ","dog, driving bike, wild, anime style",3.3401
deepai_2_1_1_1.jpg,"A brown dachshund sits on a black bicycle, looking to the side. In an anime - style, with a frontal shooting angle, soft color tones creating a cute and whimsical atmosphere. ","dog, driving bike, wild, realistic style",2.4175
deepai_2_10_0_0.jpg,"A white dog with a pink and blue collar sits in front of a laptop. In anime - style, with bold outlines and vivid colors, shot from a side angle, creating a lively atmosphere. ","dog, using laptop, city, anime style",2.7124
deepai_2_10_0_1.jpg,"A large, brown - and - white dog with blue eyes lies in front of an open laptop. City buildings and people on a street are in the background. In a realistic style, shot from a low angle, with a warm color atmosphere. ","dog, using laptop, city, realistic style",3.5703
deepai_2_10_1_0.jpg,"A brown - furred dog with perked ears sits in front of a laptop on a blue couch. Realistic style, frontal shooting angle, with a sunny, warm color atmosphere and high - quality detail. ","dog, using laptop, wild, anime style",3.6168
deepai_2_10_1_1.jpg,"A brown - and - white dog with perked ears looks forward. Its eyes are big and expressive. In the background is a laptop. Realistic style, close - up shooting, warm color atmosphere, high quality. ","dog, using laptop, wild, realistic style",3.3571
deepai_2_11_0_0.jpg,"A person with a red - bag stands in the middle of a city street. In anime - like style, from a rear view. Monochrome with a touch of red, high - contrast and clean in quality. ","dog, using phone, city, anime style",3.2012
deepai_2_11_0_1.jpg,"A golden - furred dog looks up with mouth open as a hand holds a purple phone. In the background are tall city buildings under a partly cloudy sky. Realistic style, from a side - upward angle. ","dog, using phone, city, realistic style",3.1418
deepai_2_11_1_0.jpg,"A cartoon - styled dog with a collar has a hand patting its head. It holds a small device with a face on it. The image is in black - and - white, with a simple, anime - style aesthetic. ","dog, using phone, wild, anime style",2.0392
deepai_2_11_1_1.jpg,"A beagle - like dog with brown, black, and white fur wears headphones and a collar. In a realistic style, shot in profile, with a soft, muted color atmosphere and high - quality detail. ","dog, using phone, wild, realistic style",3.3297
deepai_2_12_0_0.jpg,"A man with spiky hair walks in a cityscape with a golden retriever in a pink jacket. Anime - style, from a rear - facing shooting angle, with bright, colorful atmosphere and clean quality. ","dog, wearing coat, city, anime style",3.3312
deepai_2_12_0_1.jpg,"A brown dog in a red - hooded jacket sits on a city street. In anime style, from a frontal angle, with a warm, soft color palette and clean, smooth quality. ","dog, wearing coat, city, realistic style",2.8548
deepai_2_12_1_0.jpg,"A brown dog wearing a blue - and - white jacket sits on a gravelly surface, looking up. Realistic style, side - angle shot, with a neutral color atmosphere and high - quality detail. ","dog, wearing coat, wild, anime style",3.2219
deepai_2_12_1_1.jpg,"A beagle wearing a red coat sits on green grass, with its head turned back. In realistic style, shot from a side - front angle, with a warm, natural color atmosphere and high quality. ","dog, wearing coat, wild, realistic style",3.3288
deepai_2_13_0_0.jpg,"A dog wears a tall red top - hat and a red coat. With big yellow eyes and a pink tongue, it has a cheerful look. In anime style, shot from the front, with a light - colored, vivid atmosphere. ","dog, wearing hat, city, anime style",2.2326
deepai_2_13_0_1.jpg,"A brown - and - white dog wearing a black hat, with its tongue out. In an anime - style, from a frontal shooting angle, colors are vivid, giving a lively quality. ","dog, wearing hat, city, realistic style",3.0781
deepai_2_13_1_0.jpg,"A golden - haired dog wears a yellow and black cap with a dog photo on it. In realistic style, shot from a front angle, with warm color tones and high - quality details. ","dog, wearing hat, wild, anime style",4.3138
deepai_2_13_1_1.jpg,"A black - and - white dog wearing a black cowboy hat, with tongue out and eyes wide. Realistic style, shot from a frontal angle. Warm, neutral color atmosphere, high - quality image. ","dog, wearing hat, wild, realistic style",2.7779
deepai_2_14_0_0.jpg,"A small dog with black - and - white fur and long ears sits on a street. It wears an orange, black, and white shirt. Realistic style, frontal shooting, natural color atmosphere, high - quality. ","dog, wearing shirt, city, anime style",3.9323
deepai_2_14_0_1.jpg,"A brown - and - white dog wearing a pink checkered bandana stands on a brick pavement. City buildings are in the background. Realistic style, low shooting angle, warm color atmosphere, good quality. ","dog, wearing shirt, city, realistic style",4.0521
deepai_2_14_1_0.jpg,"A beige dog with long ears sits on a grey surface, wearing a red bandana. In anime - style, shot from a front - three - quarter angle, with clean lines and a simple, colorful atmosphere. ","dog, wearing shirt, wild, anime style",2.5572
deepai_2_14_1_1.jpg,"A beagle dog wearing a white shirt with red details and a scarf. In a realistic - style painting, shot from a frontal angle. Warm color atmosphere, high - quality brushwork. ","dog, wearing shirt, wild, realistic style",3.1332
deepai_2_2_0_0.jpg,"A young person with black hair in a sleeveless green top sits in a car, hand on head. Anime - style, shot from a side angle. Colors are bright, giving a casual, relaxed atmosphere. ","dog, driving car, city, anime style",2.6140
deepai_2_2_0_1.jpg,"A brown dog is pulling a blue car on a city street lined with tall buildings. In anime - style, from a low - angle view, with warm and vivid color atmosphere and smooth quality. ","dog, driving car, city, realistic style",2.6501
deepai_2_2_1_0.jpg,"A cartoon - styled animal wearing sunglasses drives a car. Outside, another animal lies on green grass under a blue sky. Shot from inside the car, with bright and vivid colors. ","dog, driving car, wild, anime style",2.4310
deepai_2_2_1_1.jpg,"Two bulldogs peer out of a car window. In a realistic - style pencil drawing, from a side - on shooting angle. Monochromatic tones create a calm, detailed atmosphere. ","dog, driving car, wild, realistic style",3.2491
deepai_2_3_0_0.jpg,"A cartoon - styled dog wearing a vest sits in a room, holding a bowl, with a huge burger in front. It has a speech bubble saying ""MAGIC!"", in a bright, playful color atmosphere. ","dog, having hamburger, city, anime style",3.1744
deepai_2_3_0_1.jpg,"A cartoon - style burger with a smiling top bun is open, revealing layers of meat, cheese, and lettuce. Three circular snacks lie nearby. Simple, flat colors on a plain background. Shot from a side angle. ","dog, having hamburger, city, realistic style",2.1337
deepai_2_3_1_0.jpg,"A cartoon - styled white dog with ears perked up sits, tongue out, holding a spatula and in front of a large, colorful burger on a green surface against a purple backdrop. ","dog, having hamburger, wild, anime style",2.3741
deepai_2_3_1_1.jpg,"A light - brown Labrador lies on green grass, mouth open holding a large, multi - layered burger. In a realistic style, from a frontal shooting angle, with a warm and vivid color atmosphere. ","dog, having hamburger, wild, realistic style",2.8780
deepai_2_4_0_0.jpg,"A small brown - and - white dog wearing a pink hat stands on a sidewalk. In realistic style, taken from a low angle. Colors are vivid, giving a cute and lively atmosphere. ","dog, having icecream, city, anime style",2.9031
deepai_2_4_0_1.jpg,"A golden - furred dog with a white chest sits on a wooden surface. Behind it are city buildings. In anime style, from a frontal angle, with a warm, vivid color atmosphere and high quality. ","dog, having icecream, city, realistic style",2.8092
deepai_2_4_1_0.jpg,"A cartoon - style dog in a blue outfit holds a bowl of ice - cream and an ice - cream cone. With a pink tongue out, it stands against a red and pink background, in an anime style from a frontal angle. ","dog, having icecream, wild, anime style",2.7943
deepai_2_4_1_1.jpg,"A beagle with a white - muzzled face, open mouth showing tongue, holds a blue bowl of yellow food with a spoon. Anime - style, frontal shot, clean and colorful atmosphere. ","dog, having icecream, wild, realistic style",2.2090
deepai_2_5_0_0.jpg,"A black dog sits gazing at a flying pizza slice by an open window, with a whole pepperoni pizza on the floor. In anime style, from a side - on angle, with bright, bold colors. ","dog, having pizza, city, anime style",2.4388
deepai_2_5_0_1.jpg,"A cartoon - style dog with big eyes and a collar looks up. Below is a pizza with pepperoni and olives. Text ""DT DG PIZZA"" is at the top. Simple, bold colors, front - facing shooting angle. ","dog, having pizza, city, realistic style",2.5183
deepai_2_5_1_0.jpg,"A dog with a green collar looks at a pizza topped with red and green slices. In anime style, shot from a frontal - slightly upward angle, with vivid and bold colors. ","dog, having pizza, wild, anime style",3.0650
deepai_2_5_1_1.jpg,"A realistic - styled dog with a fluffy coat and alert eyes gazes at a pepperoni pizza on a wooden board. Shot from a frontal angle, with warm, appetizing colors. ","dog, having pizza, wild, realistic style",3.3827
deepai_2_6_0_0.jpg,"A cartoon - styled character in a baseball uniform, wearing a cap, holding a bat, and in a batting stance. The background features a cityscape. Anime style, bright colors, and a dynamic shooting angle. ","dog, playing baseball, city, anime style",2.7145
deepai_2_6_0_1.jpg,"A dog wearing a cap and sunglasses stands on a path. In the background, there's a cityscape with tall buildings. In anime - style, from a front - facing angle, with bright, vivid colors. ","dog, playing baseball, city, realistic style",2.9600
deepai_2_6_1_0.jpg,"A dog in a red cap and uniform is poised to bat in a baseball game. In anime - style with bold lines and bright colors, from a side - on shooting angle, creating a lively atmosphere. ","dog, playing baseball, wild, anime style",2.5245
deepai_2_6_1_1.jpg,"A dog stands on its hind legs on a grassy field, wearing a baseball glove, with a ball behind it and a bat in mid - air. In a realistic style, shot from a side angle with a warm color atmosphere. ","dog, playing baseball, wild, realistic style",2.7022
deepai_2_7_0_0.jpg,"In an anime - styled comic strip, soccer players in dynamic poses are shown with a large, prominent soccer ball in the center. Shot from various angles, it has a vibrant, energetic color atmosphere. ","dog, playing football, city, anime style",3.0322
deepai_2_7_0_1.jpg,"A brown dog with a joyful expression is play - kicking a soccer ball on a stadium field. In realistic style, from a slightly low angle, with a vibrant, stadium - lit color atmosphere. ","dog, playing football, city, realistic style",5.0000
deepai_2_7_1_0.jpg,"Two dogs on a grassy field face each other with three colorful balls between them. In realistic style, shot from a low angle, with warm, natural color atmosphere and good quality. ","dog, playing football, wild, anime style",3.9579
deepai_2_7_1_1.jpg,"A brown and white dog leaps joyfully on a green lawn, tongue out. In realistic style, shot from a side - angled view, with a bright, cheerful color atmosphere and high - quality details. ","dog, playing football, wild, realistic style",2.6470
deepai_2_8_0_0.jpg,"A person in a white shirt and black pants does yoga on a colorful mat in the street. Surrounded by city buildings, shot from a frontal angle with a natural - toned, realistic style. ","dog, playing yoga, city, anime style",2.4559
deepai_2_8_0_1.jpg,"A brown - and - white dog sits on a blue yoga mat in a seated split pose. It's on a tiled rooftop with a cityscape in the background. Anime style, shot from a frontal angle, with a bright color atmosphere. ","dog, playing yoga, city, realistic style",2.7055
deepai_2_8_1_0.jpg,"A brown dog sits on a blue yoga mat in a grassy area with trees in the background. Its tongue is out. Realistic style, from a slight - upward shooting angle, with a bright, natural color atmosphere. ","dog, playing yoga, wild, anime style",3.9390
deepai_2_8_1_1.jpg,"A black - and - white dog sits on a grassy field, ears perked, mouth open, looking up. In a realistic style, shot from a low angle, with a warm, natural color atmosphere and good quality. ","dog, playing yoga, wild, realistic style",3.9417
deepai_2_9_0_0.jpg,"A cartoon - style pug wearing a purple cap and shirt stands in front of a colorful, pixel - like backdrop of stacked books. Shot from the front, it has a vibrant, lively color atmosphere. ","dog, using CD, city, anime style",2.7465
deepai_2_9_0_1.jpg,"A black, brown, and white dog with big eyes wears a red and blue bandana. In an anime - style, frontal shot with a soft, pastel - toned color atmosphere and clean quality. ","dog, using CD, city, realistic style",2.6649
deepai_2_9_1_0.jpg,"A cartoon - styled dog's head is centered in a circular frame. Surrounded by a vibrant, graffiti - like background, it has a flat, graphic look with bold colors and a direct front - facing shooting angle. ","dog, using CD, wild, anime style",2.8672
deepai_2_9_1_1.jpg,"A detailed, realistic - style portrait of a boxer dog on a circular object. A hand is touching the top. Shot from a slight angle, with warm, lifelike colors and high - quality detailing. ","dog, using CD, wild, realistic style",3.1956
deepai_3_0_0_0.jpg,"A large black - and - white Batman logo overlays a detailed, monochromatic cityscape. In anime - comic style, shot from a slightly elevated angle, creating a stark, iconic color atmosphere. ","batman, driving aircraft, city, anime style",2.9197
deepai_3_0_0_1.jpg,"A black Bat - plane with the iconic yellow bat - symbol flies over a monochromatic cityscape. In anime - inspired style, shot from below, creating a dramatic and dynamic color atmosphere. ","batman, driving aircraft, city, realistic style",2.8943
deepai_3_0_1_0.jpg,"Batman in his iconic suit stands beside a sleek, purple Bat - plane. In anime style, from a side angle, with a soft, colorful sky in the background, giving a dynamic, vivid quality. ","batman, driving aircraft, wild, anime style",2.8273
deepai_3_0_1_1.jpg,"A sleek black aircraft with wide wings soars above a landscape of green fields and buildings. A person sits atop it. In sci - fi style, shot from below, with a clear, bright color atmosphere. ","batman, driving aircraft, wild, realistic style",4.1926
deepai_3_1_0_0.jpg,"Batman in his iconic suit rides a motorcycle, cape flowing. Anime - style with bold lines. Shot from a frontal, slightly upward angle. Colorful, with a purple - pink night sky and large moon in background. ","batman, driving bike, city, anime style",3.4555
deepai_3_1_0_1.jpg,"Batman in classic suit rides a sleek motorcycle through a cityscape with tall buildings. In anime - style, shot from a side - on angle, with a moody, dark color atmosphere and high - quality detail. ","batman, driving bike, city, realistic style",2.5132
deepai_3_1_1_0.jpg,"A caped hero in a purple suit rides a sleek motorcycle mid - air. In anime style with dynamic lines, shot from a slightly low angle. Colors are vivid, creating an action - packed atmosphere. ","batman, driving bike, wild, anime style",3.3258
deepai_3_1_1_1.jpg,"Batman is shown riding a motorcycle in one panel and in a close - up in another. In a third, the motorcycle's front is visible. Style is comic - book, with a dynamic shooting angle and a dark, moody color atmosphere. ","batman, driving bike, wild, realistic style",3.6479
deepai_3_10_0_0.jpg,"Batman in an anime - style depiction, wearing his iconic suit with the bat - symbol. He's focused on a laptop. Shot from a side angle. Colors are bold with a dark, moody atmosphere. ","batman, using laptop, city, anime style",3.1539
deepai_3_10_0_1.jpg,"Batman in his iconic suit stands with cape billowing. Dark city - skyscrapers loom in the background under a stormy sky. In comic - book style, shot from a low angle with a moody color palette. ","batman, using laptop, city, realistic style",3.6857
deepai_3_10_1_0.jpg,"Batman in an anime - style stance, black suit with yellow belt, large bat - shaped cape. Shot from the front, gray and white background with snow - like effects, giving a dramatic atmosphere. ","batman, using laptop, wild, anime style",3.1475
deepai_3_10_1_1.jpg,"Batman in a black cowl and suit with a white chest emblem, in an anime - style close - up. Shot from a slightly upward angle, with a grayscale color atmosphere and high - quality rendering. ","batman, using laptop, wild, realistic style",3.4374
deepai_3_11_0_0.jpg,"Batman in classic costume stands amidst tall city buildings at dusk. In anime style, from a side - on angle, with a purple - hued, moody color atmosphere and clean, smooth quality. ","batman, using phone, city, anime style",3.1522
deepai_3_11_0_1.jpg,"Batman in classic suit stands against storm - like clouds. Realistic style, shot from a slight upward angle. Dark, moody color atmosphere, high - quality detailed rendering. ","batman, using phone, city, realistic style",3.6782
deepai_3_11_1_0.jpg,"Batman in a stylized, anime - inspired design on a phone case. Front - facing shot with bold black and white on his suit, against a pink and orange background, in high - quality print. ","batman, using phone, wild, anime style",2.7283
deepai_3_11_1_1.jpg,"Batman in a stylized, anime - inspired portrait. Dark suit with iconic yellow bat symbol. Shot from a slight angle. Colors are bold, with dark and contrasting tones for a vivid look. ","batman, using phone, wild, realistic style",2.3126
deepai_3_12_0_0.jpg,"Batman in his iconic suit with yellow bat - symbol hovers above a cityscape. In anime style, from a low - angle view, with a clear blue sky and monochrome buildings, the quality is clean and vivid. ","batman, wearing coat, city, anime style",3.2401
deepai_3_12_0_1.jpg,"Batman stands front - on, in his iconic black suit with a yellow belt and chest emblem. In anime - comic style, from a frontal shooting angle, with a dark, gritty color atmosphere and high - quality lines. ","batman, wearing coat, city, realistic style",3.5218
deepai_3_12_1_0.jpg,"Batman stands upright in his iconic black suit with yellow belt, cape flowing. In anime - style, shot from the front, with a gray, moody color atmosphere and high - quality detail. ","batman, wearing coat, wild, anime style",3.1474
deepai_3_12_1_1.jpg,"Batman in a detailed costume with emblem on chest, flowing cape, and utility belt. In a comic - book style, shot front - on. Monochromatic color scheme with high - contrast, sharp quality. ","batman, wearing coat, wild, realistic style",4.4140
deepai_3_13_0_0.jpg,"Batman in classic costume stands with a cityscape of tall buildings behind. In anime - style, from a frontal shooting angle, with bold, vibrant colors and clean - lined quality. ","batman, wearing hat, city, anime style",2.8341
deepai_3_13_0_1.jpg,"Batman in a classic costume stands with arms crossed. Realistic - style, from a frontal shooting angle. Dark color atmosphere, high - quality rendering. ","batman, wearing hat, city, realistic style",3.6245
deepai_3_13_1_0.jpg,"A stylized character in profile, wearing a wide - brimmed hat and a cape, with a bat emblem on the chest. Anime style, shot from the side, with bold black - and - white lines and a vibrant yellow background. ","batman, wearing hat, wild, anime style",2.7879
deepai_3_13_1_1.jpg,"A stylized Batman - like face with a black hat sporting a yellow bat - symbol. In an anime style, shot from a frontal angle, with bold colors and a graphic, high - quality look. ","batman, wearing hat, wild, realistic style",3.4404
deepai_3_14_0_0.jpg,"Batman in his classic suit stands confidently between city buildings. In anime - comic style, from a low - angle shot, with bright blue sky and bold, vivid colors. ","batman, wearing shirt, city, anime style",3.4782
deepai_3_14_0_1.jpg,"Batman stands with arms at sides, showcasing his muscular build in iconic black - and - gray suit, utility belt, and cape. In anime - inspired style, from a front view with a stark, high - contrast color atmosphere. ","batman, wearing shirt, city, realistic style",4.0609
